0.7	0.4	0.75	0.75	0.95	0.85	0.95	0.98	0.85	0	0	0.4	0	0.4	0	0.05	0	0	0
0.9	0.9	0.9	0.9	0.9	0.9	0.98	0.95	0.9	0.03	0.03	0.9	0.03	0.9	0.03	0.85	0	0	0
0.85	0.8	0.85	0.85	0.9	0.65	0.9	0.9	0.65	0.05	0.05	0.8	0.05	0.8	0.05	0.75	0	0	0
0.5	0.5	0.5	0.5	0.8	0.7	0.8	0.95	0.7	0.1	0.1	0.5	0.1	0.5	0.1	0.5	0	0	0
0.85	0.8	0.85	0.85	0.9	0.95	0.9	0.9	0.95	0.05	0.05	0.8	0.05	0.8	0.05	0.75	0	0	0
0.85	0.8	0.85	0.85	0.95	0.65	0.95	0.95	0.65	0.05	0.05	0.8	0.05	0.8	0.05	0.85	0	0	0
0.85	0.9	0.8	0.8	0.9	0.95	0.9	0.95	0.95	0.1	0.1	0.9	0.1	0.9	0.1	0.9	0	0	0
0.85	0.8	0.8	0.8	0.9	0.95	0.9	0.95	0.95	0.1	0.1	0.8	0.1	0.8	0.1	0.7	0	0	0
0	0.5	0.4	0.4	0.95	0.85	0.95	0.95	0.85	0	0	0.5	0	0.5	0	0.2	0	0	0
0.75	0.7	0.5	0.5	0.9	0.7	0.9	0.95	0.7	0	0	0.7	0	0.7	0	0.3	0	0	0
0.6	0.65	0.6	0.6	0.8	0.7	0.98	0.9	0.7	0.06	0.06	0.65	0.06	0.65	0.06	0.45	0	0	0
0.85	0.95	0.7	0.7	0.98	0.2	0.98	0.98	0.2	0	0	0.95	0	0.95	0	0.8	0	0	0
0.6	0.8	0.7	0.7	0.98	0.95	0.98	0.98	0.95	0.1	0.1	0.8	0.1	0.8	0.1	0.6	0	0	0
0.75	0.6	0.8	0.8	0.95	0.95	0.95	0.95	0.95	0.1	0.1	0.6	0.1	0.6	0.1	0.5	0	0	0
0.63	0.87	0.8	0.8	0.98	0.69	0.98	0.98	0.69	0.1	0.1	0.87	0.1	0.87	0.1	0.62	0	0	0
0.75	0.85	0.8	0.8	0.95	0.75	0.95	0.95	0.75	0.05	0.05	0.85	0.05	0.85	0.05	0.6	0	0	0
0.7	0.7	0.6	0.6	0.8	0.8	0.8	0.8	0.8	0.08	0.08	0.7	0.08	0.7	0.08	0.7	0	0	0
0.8	0.5	0.8	0.8	0.98	0.8	0.98	0.98	0.8	0	0	0.5	0	0.5	0	0.1	0	0	0
0.85	0.8	0.8	0.8	0.9	0.95	0.9	0.95	0.95	0.1	0.1	0.8	0.1	0.8	0.1	0.7	0	0	0
0.85	0.8	0.8	0.8	0.9	0.95	0.9	0.95	0.95	0.1	0.1	0.8	0.1	0.8	0.1	0.7	0	0	0
0.85	0.8	0.8	0.8	0.9	0.95	0.9	0.95	0.95	0.1	0.1	0.8	0.1	0.8	0.1	0.7	0	0	0
0.75	0.9	0.66	0.66	0.98	0.45	0.98	0.98	0.45	0.08	0.08	0.9	0.08	0.9	0.08	0.8	0	0	0
0.9	0.9	0.85	0.85	0.98	0.4	0.98	0.98	0.4	0.15	0.15	0.9	0.15	0.9	0.15	0.8	0	0	0
0.75	0.6	0.65	0.65	0.9	0.85	0.9	0.95	0.85	0.1	0.1	0.6	0.1	0.6	0.1	0.5	0	0	0
0.6	0.65	0.65	0.65	0.85	0.75	0.85	0.9	0.75	0.1	0.1	0.65	0.1	0.65	0.1	0.65	0	0	0
0.85	0.75	0.8	0.8	0.98	0.9	0.98	0.98	0.9	0.01	0.01	0.75	0.01	0.75	0.01	0.75	0	0	0
0.9	0.8	0.66	0.66	0.98	0.64	0.98	0.98	0.64	0.08	0.08	0.8	0.08	0.8	0.08	0.9	0	0	0
0.85	0.8	0.85	0.85	0.9	0.65	0.9	0.9	0.65	0.05	0.05	0.8	0.05	0.8	0.05	0.75	0	0	0
0.85	0.8	0.8	0.8	0.98	0.95	0.98	0.98	0.95	0.1	0.1	0.8	0.1	0.8	0.1	0.7	0	0	0
0.85	0.8	0.8	0.8	0.9	0.95	0.9	0.95	0.95	0.1	0.1	0.8	0.1	0.8	0.1	0.7	0	0	0
0.8	0.85	0.85	0.9	0.8	0.65	0.8	0.8	0.65	0	0	0.85	0	0.85	0	0.8	0	0	0
0.85	0.8	0.8	0.8	0.9	0.95	0.9	0.95	0.95	0.1	0.1	0.8	0.1	0.8	0.1	0.7	0	0	0
0.75	0.59	0.9	0.9	0.98	0.98	0.98	0.98	0.98	0	0	0.59	0	0.59	0	0	0	0	0
0.85	0.8	0.5	0.5	0.85	0.85	0.85	0.85	0.85	0	0	0.8	0	0.8	0	0.6	0	0	0
0.7	0.9	0.75	0.75	0.98	0.7	0.98	0.98	0.7	0.1	0.1	0.9	0.1	0.9	0.1	0.75	0	0	0
0.8	0.65	0.75	0.75	0.98	0.8	0.98	0.98	0.8	0	0	0.65	0	0.65	0	0.65	0	0	0
0.85	0.6	0.85	0.85	0.9	0.7	0.9	0.9	0.7	0.05	0.05	0.6	0.05	0.6	0.05	0.6	0	0	0
0.85	0.8	0.8	0.8	0.95	0.95	0.95	0.95	0.95	0.05	0.05	0.8	0.05	0.8	0.05	0.65	0	0	0
0.85	0.8	0.8	0.8	0.9	0.95	0.9	0.95	0.95	0.1	0.1	0.8	0.1	0.8	0.1	0.7	0	0	0
0.8	0.59	0.49	0.49	0.98	0.85	0.98	0.98	0.85	0	0	0.59	0	0.59	0	0.59	0	0	0
0.75	0.8	0.7	0.7	0.95	0.8	0.95	0.95	0.8	0.1	0.1	0.8	0.1	0.8	0.1	0.6	0	0	0
0.75	0.6	0.65	0.65	0.9	0.85	0.9	0.95	0.85	0.1	0.1	0.6	0.1	0.6	0.1	0.5	0	0	0
0.85	0.75	0.98	0.98	0.98	0.8	0.98	0.98	0.98	0.05	0.05	0.75	0.05	0.75	0.05	0.5	0	0	0
0.85	0.8	0.85	0.85	0.9	0.65	0.9	0.9	0.65	0.05	0.05	0.8	0.05	0.8	0.05	0.75	0	0	0
