143	7
1	1
2	1
3	1
3	1
3	1
4	1
4	1
5	1
6	1
6	1
6	1
7	1
7	1
8	1
8	1
8	1
8	1
8	1
9	1
9	1
9	1
10	1
10	1
11	1
11	1
11	1
11	1
12	1
12	1
12	1
12	1
13	1
13	1
14	1
14	1
15	1
15	1
16	1
16	1
17	1
17	1
18	1
19	1
20	1
20	1
21	1
21	1
22	1
22	1
23	1
23	1
24	1
24	1
25	1
25	1
25	1
25	1
26	1
27	1
27	1
28	1
28	1
29	1
29	1
29	1
29	1
30	1
30	1
30	1
31	1
31	1
31	1
32	1
32	1
33	1
33	1
34	1
34	1
34	1
35	1
36	1
36	1
37	1
37	1
37	1
37	1
37	1
38	1
144	8
144	8
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
142	6
39	2
39	2
39	2
40	2
40	2
40	2
41	2
41	2
41	2
42	2
43	2
43	2
44	2
44	2
45	2
45	2
46	2
46	2
46	2
47	2
47	2
48	2
48	2
49	2
49	2
50	2
51	2
51	2
51	2
51	2
52	2
53	2
54	2
55	2
56	2
57	2
58	2
59	2
59	2
59	2
59	2
59	2
59	2
59	2
59	2
59	2
59	2
59	2
59	2
60	2
60	2
60	2
61	3
61	3
62	3
62	3
63	3
63	3
63	3
64	3
64	3
64	3
65	3
65	3
65	3
65	3
66	3
66	3
66	3
67	3
67	3
67	3
68	3
68	3
68	3
69	3
69	3
69	3
70	3
70	3
70	3
71	3
71	3
71	3
72	3
72	3
73	3
73	3
73	3
74	3
74	3
75	3
75	3
76	3
76	3
77	3
78	3
78	3
79	3
79	3
80	3
80	3
80	3
144	8
81	4
81	4
81	4
81	4
82	4
82	4
82	4
82	4
82	4
82	4
83	4
84	4
84	4
84	4
84	4
85	4
86	4
87	4
144	8
88	4
144	8
88	4
88	4
88	4
88	4
88	4
88	4
88	4
88	4
88	4
88	4
89	4
89	4
89	4
90	4
91	4
91	4
91	4
92	4
93	4
93	4
93	4
94	4
94	4
95	4
95	4
95	4
95	4
95	4
95	4
95	4
95	4
96	4
96	4
96	4
97	4
97	4
98	4
98	4
98	4
99	4
99	4
100	4
100	4
101	4
101	4
102	4
102	4
103	4
103	4
104	4
104	4
105	4
105	4
106	4
106	4
106	4
107	4
107	4
108	4
108	4
109	4
109	4
110	4
110	4
111	4
111	4
112	4
112	4
112	4
112	4
112	4
113	4
114	4
115	4
116	4
117	4
118	4
118	4
118	4
119	4
119	4
119	4
119	4
120	5
120	5
120	5
120	5
121	5
122	5
123	5
124	5
124	5
125	5
125	5
125	5
125	5
126	5
126	5
126	5
127	5
127	5
127	5
128	5
128	5
128	5
129	5
129	5
130	5
130	5
130	5
131	5
131	5
132	5
132	5
133	5
133	5
134	5
134	5
135	5
135	5
135	5
136	5
136	5
137	5
137	5
137	5
138	5
138	5
139	5
139	5
139	5
140	5
140	5
140	5
141	5
141	5
141	5
144	8
144	8
144	8
144	8
144	8
144	8
144	8
